ProductID,ProductName,Category,StoreID,Date,UnitsSold,UnitsInStock,UnitCost,UnitPrice,Season,Revenue,Cost,Profit,InventoryValue,InventoryTurnoverRate,StockoutFlag,ExcessInventoryValue
P1186,Action Figure,Puzzles,Store_9,8/5/2023,41,321,44.12,62.49,Diwali,2562.09,1808.92,753.17,14162.52,0.127329193,0,0
P1187,Doll,Puzzles,Store_8,9/28/2023,379,467,26.28,85.8,Summer Break,32518.2,9960.12,22558.08,12272.76,0.80982906,0,12272.76
P1188,Board Game,Action Toys,Store_5,5/11/2023,460,74,29.09,59.41,Summer Break,27328.6,13381.4,13947.2,2152.66,6.133333333,0,0
P1189,Doll,Puzzles,Store_6,1/6/2023,178,3,13.03,29.73,Off Season,5291.94,2319.34,2972.6,39.09,44.5,1,0
P1190,Doll,Dolls,Store_9,3/14/2024,62,117,19.05,13.03,Off Season,807.86,1181.1,-373.24,2228.85,0.525423729,0,0
P1191,Remote Car,Games,Store_4,2/12/2023,351,503,15.36,29.32,Diwali,10291.32,5391.36,4899.96,7726.08,0.696428571,0,7726.08
P1192,Soft Toy,Action Toys,Store_2,5/2/2022,230,573,14.28,47.45,Summer Break,10913.5,3284.4,7629.1,8182.44,0.400696864,0,8182.44
P1193,Action Figure,Action Toys,Store_2,12/25/2023,240,440,33.71,78.37,Off Season,18808.8,8090.4,10718.4,14832.4,0.544217687,0,14832.4
P1194,Doll,Dolls,Store_2,11/26/2022,51,193,16.56,26.91,Winter Sale,1372.41,844.56,527.85,3196.08,0.262886598,0,0
P1195,Puzzle,Puzzles,Store_8,8/8/2023,95,391,33.44,74.78,Diwali,7104.1,3176.8,3927.3,13075.04,0.242346939,0,0
P1196,Lego Set,Dolls,Store_2,10/28/2022,387,25,7.63,88.02,Winter Sale,34063.74,2952.81,31110.93,190.75,14.88461538,0,0
P1197,Puzzle,Dolls,Store_8,6/20/2022,221,434,11.38,50.86,Diwali,11240.06,2514.98,8725.08,4938.92,0.508045977,0,4938.92
P1198,Lego Set,Action Toys,Store_10,7/18/2024,484,172,17.35,83.93,Winter Sale,40622.12,8397.4,32224.72,2984.2,2.797687861,0,0
P1199,Lego Set,Puzzles,Store_8,5/23/2023,406,299,31.87,59.92,Diwali,24327.52,12939.22,11388.3,9529.13,1.353333333,0,0
P1200,Puzzle,Puzzles,Store_4,4/30/2023,230,325,35.41,67.34,Summer Break,15488.2,8144.3,7343.9,11508.25,0.705521472,0,0
P1201,Puzzle,Games,Store_8,9/12/2024,236,409,24.92,57.37,Summer Break,13539.32,5881.12,7658.2,10192.28,0.575609756,0,10192.28
P1202,Lego Set,Games,Store_2,4/1/2023,142,117,25.06,51.69,Christmas,7339.98,3558.52,3781.46,2932.02,1.203389831,0,0
P1203,Puzzle,Action Toys,Store_10,1/29/2023,170,224,37.6,31.12,Christmas,5290.4,6392,-1101.6,8422.4,0.755555556,0,0
P1204,Lego Set,Puzzles,Store_9,7/31/2022,28,531,5.71,37.29,Winter Sale,1044.12,159.88,884.24,3032.01,0.052631579,0,3032.01
P1205,Board Game,Puzzles,Store_2,8/23/2024,35,112,20.35,36.1,Off Season,1263.5,712.25,551.25,2279.2,0.309734513,0,0
P1206,Doll,Puzzles,Store_2,2/4/2024,12,139,41.84,60.7,Christmas,728.4,502.08,226.32,5815.76,0.085714286,0,0
P1207,Board Game,Dolls,Store_8,5/23/2023,159,558,32.14,20.8,Diwali,3307.2,5110.26,-1803.06,17934.12,0.284436494,0,17934.12
P1208,Card Game,Dolls,Store_8,4/15/2024,326,0,20.18,92.51,Summer Break,30158.26,6578.68,23579.58,0,326,1,0
P1209,Puzzle,Dolls,Store_2,7/1/2024,186,89,45.75,74.86,Off Season,13923.96,8509.5,5414.46,4071.75,2.066666667,0,0
P1210,Lego Set,Dolls,Store_3,2/27/2023,242,319,39.77,46.13,Diwali,11163.46,9624.34,1539.12,12686.63,0.75625,0,0
P1211,Remote Car,Games,Store_4,7/18/2022,85,549,16.92,24.28,Winter Sale,2063.8,1438.2,625.6,9289.08,0.154545455,0,9289.08
P1212,Lego Set,Action Toys,Store_2,4/1/2024,283,138,34.04,89.38,Summer Break,25294.54,9633.32,15661.22,4697.52,2.035971223,0,0
P1213,Action Figure,Puzzles,Store_2,11/11/2022,65,510,31.81,84.14,Winter Sale,5469.1,2067.65,3401.45,16223.1,0.127201566,0,16223.1
P1214,Lego Set,Games,Store_2,5/29/2022,169,258,23.05,74.95,Winter Sale,12666.55,3895.45,8771.1,5946.9,0.652509653,0,0
P1215,Lego Set,Action Toys,Store_8,1/27/2023,44,9,21.51,34.44,Off Season,1515.36,946.44,568.92,193.59,4.4,1,0
P1216,Remote Car,Dolls,Store_9,6/7/2024,61,260,20.46,46.22,Off Season,2819.42,1248.06,1571.36,5319.6,0.233716475,0,0
P1217,Action Figure,Games,Store_2,3/19/2022,440,171,32.77,19.25,Diwali,8470,14418.8,-5948.8,5603.67,2.558139535,0,0
P1218,Puzzle,Puzzles,Store_3,10/3/2022,133,12,24.91,27.01,Christmas,3592.33,3313.03,279.3,298.92,10.23076923,1,0
P1219,Puzzle,Puzzles,Store_7,12/21/2023,283,167,42.43,80.47,Off Season,22773.01,12007.69,10765.32,7085.81,1.68452381,0,0
P1220,Card Game,Action Toys,Store_8,10/22/2022,27,595,35.13,74.35,Summer Break,2007.45,948.51,1058.94,20902.35,0.045302013,0,20902.35
P1221,Doll,Action Toys,Store_3,3/27/2024,107,320,8.15,63.41,Summer Break,6784.87,872.05,5912.82,2608,0.333333333,0,0
P1222,Lego Set,Games,Store_4,11/4/2023,43,318,33.81,90.62,Off Season,3896.66,1453.83,2442.83,10751.58,0.134796238,0,0
P1223,Doll,Dolls,Store_4,1/30/2023,339,328,17.2,62.49,Winter Sale,21184.11,5830.8,15353.31,5641.6,1.030395137,0,0
P1224,Action Figure,Dolls,Store_1,2/18/2023,285,549,31.68,52.03,Christmas,14828.55,9028.8,5799.75,17392.32,0.518181818,0,17392.32
P1225,Soft Toy,Action Toys,Store_4,12/6/2023,445,418,35.61,40.63,Winter Sale,18080.35,15846.45,2233.9,14884.98,1.062052506,0,14884.98
P1226,Board Game,Dolls,Store_8,10/10/2022,330,94,15.39,94.64,Summer Break,31231.2,5078.7,26152.5,1446.66,3.473684211,0,0
P1227,Action Figure,Action Toys,Store_2,5/5/2023,127,580,25.56,17.44,Diwali,2214.88,3246.12,-1031.24,14824.8,0.21858864,0,14824.8
P1228,Action Figure,Action Toys,Store_10,9/6/2023,347,317,13.56,93.78,Summer Break,32541.66,4705.32,27836.34,4298.52,1.091194969,0,0
P1229,Lego Set,Dolls,Store_5,8/4/2024,472,235,7.36,84.4,Christmas,39836.8,3473.92,36362.88,1729.6,2,0,0
P1230,Doll,Games,Store_5,3/8/2024,230,333,22.03,21.69,Off Season,4988.7,5066.9,-78.2,7335.99,0.688622754,0,0
P1231,Board Game,Games,Store_5,3/30/2022,189,375,21.33,60.85,Off Season,11500.65,4031.37,7469.28,7998.75,0.502659574,0,0
P1232,Doll,Action Toys,Store_4,12/27/2022,224,458,49.8,87.99,Summer Break,19709.76,11155.2,8554.56,22808.4,0.488017429,0,22808.4
P1233,Doll,Action Toys,Store_9,9/19/2024,384,136,25.09,61.46,Winter Sale,23600.64,9634.56,13966.08,3412.24,2.802919708,0,0
P1234,Doll,Puzzles,Store_3,11/24/2022,376,587,20.01,91.65,Winter Sale,34460.4,7523.76,26936.64,11745.87,0.639455782,0,11745.87
P1235,Lego Set,Puzzles,Store_6,1/20/2024,282,546,31.12,94.87,Christmas,26753.34,8775.84,17977.5,16991.52,0.515539305,0,16991.52
P1236,Doll,Dolls,Store_8,2/9/2024,445,512,8.99,48.01,Off Season,21364.45,4000.55,17363.9,4602.88,0.867446394,0,4602.88
P1237,Puzzle,Games,Store_6,1/10/2022,120,295,48.27,43.96,Off Season,5275.2,5792.4,-517.2,14239.65,0.405405405,0,0
P1238,Soft Toy,Action Toys,Store_10,5/18/2023,115,319,33.57,94.27,Summer Break,10841.05,3860.55,6980.5,10708.83,0.359375,0,0
P1239,Card Game,Puzzles,Store_4,7/22/2022,460,571,38.97,70.76,Summer Break,32549.6,17926.2,14623.4,22251.87,0.804195804,0,22251.87
P1240,Puzzle,Games,Store_8,5/16/2024,232,348,12.67,20.44,Diwali,4742.08,2939.44,1802.64,4409.16,0.664756447,0,0
P1241,Doll,Action Toys,Store_1,1/30/2022,258,228,23.43,13.81,Winter Sale,3562.98,6044.94,-2481.96,5342.04,1.126637555,0,0
P1242,Board Game,Games,Store_3,5/9/2022,358,269,24.02,60.82,Winter Sale,21773.56,8599.16,13174.4,6461.38,1.325925926,0,0
P1243,Board Game,Action Toys,Store_6,7/26/2024,197,290,41.98,93.72,Diwali,18462.84,8270.06,10192.78,12174.2,0.676975945,0,0
P1244,Board Game,Dolls,Store_3,7/16/2024,455,164,5.06,85.98,Winter Sale,39120.9,2302.3,36818.6,829.84,2.757575758,0,0
P1245,Remote Car,Puzzles,Store_9,5/25/2022,410,4,18.54,70.83,Summer Break,29040.3,7601.4,21438.9,74.16,82,1,0
P1246,Soft Toy,Puzzles,Store_4,9/19/2024,136,378,49.16,22.52,Christmas,3062.72,6685.76,-3623.04,18582.48,0.35883905,0,0
P1247,Board Game,Action Toys,Store_3,6/23/2024,317,77,26.37,32.88,Off Season,10422.96,8359.29,2063.67,2030.49,4.064102564,0,0
P1248,Board Game,Dolls,Store_6,12/6/2023,164,409,22.21,88.8,Summer Break,14563.2,3642.44,10920.76,9083.89,0.4,0,9083.89
P1249,Lego Set,Dolls,Store_5,2/8/2022,224,573,10.39,26.45,Summer Break,5924.8,2327.36,3597.44,5953.47,0.390243902,0,5953.47
P1250,Board Game,Games,Store_8,8/30/2024,306,131,48.84,35.06,Off Season,10728.36,14945.04,-4216.68,6398.04,2.318181818,0,0
P1251,Doll,Puzzles,Store_4,6/4/2022,233,41,5.9,21.66,Winter Sale,5046.78,1374.7,3672.08,241.9,5.547619048,0,0
P1252,Action Figure,Games,Store_2,1/24/2023,171,88,38.17,70.85,Christmas,12115.35,6527.07,5588.28,3358.96,1.921348315,0,0
P1253,Remote Car,Dolls,Store_3,11/25/2022,151,401,39.59,94.96,Diwali,14338.96,5978.09,8360.87,15875.59,0.375621891,0,15875.59
P1254,Card Game,Dolls,Store_4,7/2/2024,462,295,15.96,34.21,Christmas,15805.02,7373.52,8431.5,4708.2,1.560810811,0,0
P1255,Card Game,Dolls,Store_1,4/22/2022,314,294,35.22,52.79,Off Season,16576.06,11059.08,5516.98,10354.68,1.06440678,0,0
P1256,Lego Set,Dolls,Store_7,6/15/2023,373,525,9.18,67.09,Off Season,25024.57,3424.14,21600.43,4819.5,0.709125475,0,4819.5
P1257,Action Figure,Dolls,Store_8,8/26/2023,159,421,16.57,99.95,Off Season,15892.05,2634.63,13257.42,6975.97,0.376777251,0,6975.97
P1258,Action Figure,Puzzles,Store_10,5/9/2024,95,22,40.46,19.43,Christmas,1845.85,3843.7,-1997.85,890.12,4.130434783,0,0
P1259,Lego Set,Games,Store_6,7/19/2024,471,574,43.91,54.87,Summer Break,25843.77,20681.61,5162.16,25204.34,0.819130435,0,25204.34
P1260,Soft Toy,Action Toys,Store_10,3/12/2024,232,142,32.38,44.66,Diwali,10361.12,7512.16,2848.96,4597.96,1.622377622,0,0
P1261,Action Figure,Dolls,Store_1,3/9/2022,179,144,27.81,87.92,Winter Sale,15737.68,4977.99,10759.69,4004.64,1.234482759,0,0
P1262,Lego Set,Action Toys,Store_8,11/29/2023,112,224,12.17,52.84,Summer Break,5918.08,1363.04,4555.04,2726.08,0.497777778,0,0
P1263,Puzzle,Action Toys,Store_2,4/25/2023,317,502,7.84,19.99,Off Season,6336.83,2485.28,3851.55,3935.68,0.630218688,0,3935.68
P1264,Board Game,Dolls,Store_5,1/8/2022,496,103,10.29,67.1,Christmas,33281.6,5103.84,28177.76,1059.87,4.769230769,0,0
P1265,Lego Set,Puzzles,Store_7,4/27/2024,441,38,15.23,79.37,Summer Break,35002.17,6716.43,28285.74,578.74,11.30769231,0,0
P1266,Action Figure,Puzzles,Store_7,10/27/2023,51,197,20.38,10.26,Christmas,523.26,1039.38,-516.12,4014.86,0.257575758,0,0
P1267,Board Game,Dolls,Store_5,9/26/2023,267,578,22.14,87.31,Winter Sale,23311.77,5911.38,17400.39,12796.92,0.461139896,0,12796.92
P1268,Soft Toy,Games,Store_9,2/7/2024,294,390,20.58,26.74,Christmas,7861.56,6050.52,1811.04,8026.2,0.751918159,0,0
P1269,Remote Car,Action Toys,Store_3,8/22/2022,385,178,15.76,59.69,Summer Break,22980.65,6067.6,16913.05,2805.28,2.150837989,0,0
P1270,Remote Car,Dolls,Store_4,8/11/2024,386,553,27.94,47.42,Christmas,18304.12,10784.84,7519.28,15450.82,0.696750903,0,15450.82
P1271,Lego Set,Puzzles,Store_9,9/25/2022,112,447,42.14,74.77,Off Season,8374.24,4719.68,3654.56,18836.58,0.25,0,18836.58
P1272,Soft Toy,Action Toys,Store_2,5/4/2022,100,499,17.59,43.4,Summer Break,4340,1759,2581,8777.41,0.2,0,8777.41
P1273,Puzzle,Games,Store_10,3/14/2023,112,14,47.41,88.28,Off Season,9887.36,5309.92,4577.44,663.74,7.466666667,1,0
P1274,Puzzle,Games,Store_1,1/27/2023,439,288,44.3,75.74,Diwali,33249.86,19447.7,13802.16,12758.4,1.519031142,0,0
P1275,Doll,Dolls,Store_2,12/15/2022,80,477,12.28,68.29,Summer Break,5463.2,982.4,4480.8,5857.56,0.167364017,0,5857.56
P1276,Board Game,Action Toys,Store_2,5/20/2023,186,230,40.38,81.66,Christmas,15188.76,7510.68,7678.08,9287.4,0.805194805,0,0
P1277,Soft Toy,Action Toys,Store_5,5/7/2022,112,419,30.86,77.86,Winter Sale,8720.32,3456.32,5264,12930.34,0.266666667,0,12930.34
P1278,Puzzle,Games,Store_7,12/30/2022,1,156,30.5,13.23,Off Season,13.23,30.5,-17.27,4758,0.006369427,0,0
P1279,Lego Set,Dolls,Store_5,6/12/2022,129,549,22.6,45.53,Christmas,5873.37,2915.4,2957.97,12407.4,0.234545455,0,12407.4
P1280,Remote Car,Puzzles,Store_8,7/29/2024,219,440,27.55,93.77,Off Season,20535.63,6033.45,14502.18,12122,0.496598639,0,12122
P1281,Card Game,Action Toys,Store_4,12/16/2023,53,96,22.87,21.32,Diwali,1129.96,1212.11,-82.15,2195.52,0.546391753,0,0
P1282,Puzzle,Games,Store_10,7/5/2023,342,410,29.29,76.34,Winter Sale,26108.28,10017.18,16091.1,12008.9,0.832116788,0,12008.9
P1283,Doll,Dolls,Store_2,8/9/2022,484,288,33.26,97.71,Off Season,47291.64,16097.84,31193.8,9578.88,1.674740484,0,0
P1284,Soft Toy,Action Toys,Store_6,2/1/2022,223,253,35.34,14.7,Christmas,3278.1,7880.82,-4602.72,8941.02,0.877952756,0,0
P1285,Doll,Games,Store_6,7/29/2024,224,195,28.96,71.4,Diwali,15993.6,6487.04,9506.56,5647.2,1.142857143,0,0
P1286,Soft Toy,Dolls,Store_5,10/13/2023,384,597,37.46,52.13,Diwali,20017.92,14384.64,5633.28,22363.62,0.642140468,0,22363.62
P1287,Action Figure,Action Toys,Store_7,10/16/2022,402,521,11.36,62.13,Diwali,24976.26,4566.72,20409.54,5918.56,0.770114943,0,5918.56
P1288,Puzzle,Action Toys,Store_4,2/17/2023,125,516,14.54,17.68,Christmas,2210,1817.5,392.5,7502.64,0.241779497,0,7502.64
P1289,Board Game,Action Toys,Store_3,11/8/2022,129,117,41.84,13.87,Summer Break,1789.23,5397.36,-3608.13,4895.28,1.093220339,0,0
P1290,Action Figure,Games,Store_10,6/5/2022,52,158,19.51,70.02,Winter Sale,3641.04,1014.52,2626.52,3082.58,0.327044025,0,0
P1291,Remote Car,Dolls,Store_9,12/23/2023,171,227,6.03,84.1,Winter Sale,14381.1,1031.13,13349.97,1368.81,0.75,0,0
P1292,Card Game,Games,Store_6,7/23/2024,217,215,11.92,80.38,Christmas,17442.46,2586.64,14855.82,2562.8,1.00462963,0,0
P1293,Action Figure,Puzzles,Store_5,5/19/2024,159,14,15.06,58.94,Off Season,9371.46,2394.54,6976.92,210.84,10.6,1,0
P1294,Card Game,Games,Store_3,11/18/2023,197,156,48.08,18.99,Christmas,3741.03,9471.76,-5730.73,7500.48,1.25477707,0,0
P1295,Puzzle,Games,Store_5,8/18/2024,415,260,30.79,71.92,Off Season,29846.8,12777.85,17068.95,8005.4,1.590038314,0,0
P1296,Doll,Action Toys,Store_10,10/22/2022,246,156,46.97,31.77,Off Season,7815.42,11554.62,-3739.2,7327.32,1.566878981,0,0
P1297,Card Game,Games,Store_3,5/25/2022,323,46,30.88,92,Christmas,29716,9974.24,19741.76,1420.48,6.872340426,0,0
P1298,Remote Car,Action Toys,Store_4,8/27/2023,438,323,26.57,85.44,Christmas,37422.72,11637.66,25785.06,8582.11,1.351851852,0,0
P1299,Remote Car,Action Toys,Store_4,4/9/2023,202,129,19.12,73.84,Winter Sale,14915.68,3862.24,11053.44,2466.48,1.553846154,0,0
P1300,Card Game,Games,Store_5,6/13/2024,183,410,32.29,95.4,Diwali,17458.2,5909.07,11549.13,13238.9,0.445255474,0,13238.9
P1301,Soft Toy,Dolls,Store_4,12/2/2023,122,94,11.26,12.83,Diwali,1565.26,1373.72,191.54,1058.44,1.284210526,0,0
P1302,Puzzle,Puzzles,Store_9,4/8/2022,400,291,45.42,76.26,Winter Sale,30504,18168,12336,13217.22,1.369863014,0,0
P1303,Puzzle,Games,Store_5,1/25/2023,254,282,42.32,39.72,Summer Break,10088.88,10749.28,-660.4,11934.24,0.897526502,0,0
P1304,Board Game,Games,Store_6,3/16/2024,293,68,19.29,91.55,Summer Break,26824.15,5651.97,21172.18,1311.72,4.246376812,0,0
P1305,Soft Toy,Dolls,Store_5,8/20/2022,279,10,47.88,34,Christmas,9486,13358.52,-3872.52,478.8,25.36363636,1,0
P1306,Lego Set,Action Toys,Store_7,3/18/2024,324,253,42.13,75.24,Diwali,24377.76,13650.12,10727.64,10658.89,1.275590551,0,0
P1307,Remote Car,Dolls,Store_6,9/6/2023,371,549,34.98,88.99,Christmas,33015.29,12977.58,20037.71,19204.02,0.674545455,0,19204.02
P1308,Soft Toy,Action Toys,Store_7,4/28/2023,97,133,10.48,13.75,Diwali,1333.75,1016.56,317.19,1393.84,0.723880597,0,0
P1309,Lego Set,Games,Store_1,7/29/2024,197,22,26.52,45.79,Diwali,9020.63,5224.44,3796.19,583.44,8.565217391,0,0
P1310,Lego Set,Dolls,Store_2,12/16/2022,469,345,27.77,78.61,Christmas,36868.09,13024.13,23843.96,9580.65,1.355491329,0,0
P1311,Soft Toy,Dolls,Store_1,1/30/2024,394,301,15.46,50.94,Off Season,20070.36,6091.24,13979.12,4653.46,1.304635762,0,0
P1312,Soft Toy,Action Toys,Store_4,12/1/2022,239,362,8.6,34.05,Off Season,8137.95,2055.4,6082.55,3113.2,0.658402204,0,0
P1313,Action Figure,Action Toys,Store_5,10/24/2022,143,395,39.95,29.78,Summer Break,4258.54,5712.85,-1454.31,15780.25,0.361111111,0,0
P1314,Remote Car,Action Toys,Store_1,4/4/2022,96,217,10.49,21.84,Diwali,2096.64,1007.04,1089.6,2276.33,0.440366972,0,0
P1315,Remote Car,Games,Store_1,4/15/2024,200,140,31.74,87.14,Summer Break,17428,6348,11080,4443.6,1.418439716,0,0
P1316,Lego Set,Puzzles,Store_9,5/15/2023,123,209,47.14,61.78,Off Season,7598.94,5798.22,1800.72,9852.26,0.585714286,0,0
P1317,Puzzle,Dolls,Store_10,7/31/2024,186,459,44.42,16.87,Off Season,3137.82,8262.12,-5124.3,20388.78,0.404347826,0,20388.78
P1318,Lego Set,Puzzles,Store_7,4/12/2022,325,355,17.5,44.43,Summer Break,14439.75,5687.5,8752.25,6212.5,0.912921348,0,0
P1319,Card Game,Puzzles,Store_6,11/1/2023,463,323,43.32,43.1,Winter Sale,19955.3,20057.16,-101.86,13992.36,1.429012346,0,0
P1320,Doll,Puzzles,Store_1,8/8/2022,348,132,5.01,26.36,Off Season,9173.28,1743.48,7429.8,661.32,2.616541353,0,0
P1321,Card Game,Puzzles,Store_1,6/7/2024,258,126,5.8,49.2,Diwali,12693.6,1496.4,11197.2,730.8,2.031496063,0,0
P1322,Board Game,Action Toys,Store_4,7/28/2024,147,105,32.11,39.89,Winter Sale,5863.83,4720.17,1143.66,3371.55,1.386792453,0,0
P1323,Action Figure,Puzzles,Store_2,9/2/2022,251,377,21.42,40.76,Diwali,10230.76,5376.42,4854.34,8075.34,0.664021164,0,0
P1324,Card Game,Games,Store_5,5/18/2023,442,50,22.39,76.51,Diwali,33817.42,9896.38,23921.04,1119.5,8.666666667,0,0
P1325,Action Figure,Puzzles,Store_6,6/26/2023,419,28,30.4,30.09,Winter Sale,12607.71,12737.6,-129.89,851.2,14.44827586,0,0
P1326,Puzzle,Puzzles,Store_4,1/6/2022,402,461,13.63,67.77,Summer Break,27243.54,5479.26,21764.28,6283.43,0.87012987,0,6283.43
P1327,Soft Toy,Puzzles,Store_9,6/8/2022,345,295,14.53,61.36,Summer Break,21169.2,5012.85,16156.35,4286.35,1.165540541,0,0
P1328,Doll,Games,Store_9,12/8/2022,450,296,26.81,61.13,Summer Break,27508.5,12064.5,15444,7935.76,1.515151515,0,0
P1329,Puzzle,Puzzles,Store_5,9/15/2022,146,406,38.94,69.67,Summer Break,10171.82,5685.24,4486.58,15809.64,0.358722359,0,15809.64
P1330,Puzzle,Dolls,Store_4,1/17/2024,147,404,32.88,59.35,Summer Break,8724.45,4833.36,3891.09,13283.52,0.362962963,0,13283.52
P1331,Action Figure,Puzzles,Store_8,4/3/2023,351,345,18.38,89.13,Summer Break,31284.63,6451.38,24833.25,6341.1,1.014450867,0,0
P1332,Action Figure,Games,Store_9,4/16/2024,198,419,24.37,70.8,Diwali,14018.4,4825.26,9193.14,10211.03,0.471428571,0,10211.03
P1333,Card Game,Dolls,Store_1,5/2/2024,307,181,12.68,59.23,Winter Sale,18183.61,3892.76,14290.85,2295.08,1.686813187,0,0
P1334,Soft Toy,Action Toys,Store_2,1/26/2023,488,0,8.36,84.68,Summer Break,41323.84,4079.68,37244.16,0,488,1,0
P1335,Doll,Games,Store_2,9/5/2023,416,566,40.22,64.55,Off Season,26852.8,16731.52,10121.28,22764.52,0.733686067,0,22764.52
P1336,Card Game,Dolls,Store_3,2/28/2022,423,370,16.94,36.2,Summer Break,15312.6,7165.62,8146.98,6267.8,1.140161725,0,0
P1337,Action Figure,Dolls,Store_5,8/20/2022,127,430,13,28.64,Winter Sale,3637.28,1651,1986.28,5590,0.294663573,0,5590
P1338,Lego Set,Puzzles,Store_6,12/28/2023,38,308,36.12,23.71,Summer Break,900.98,1372.56,-471.58,11124.96,0.122977346,0,0
P1339,Soft Toy,Dolls,Store_7,7/10/2023,337,136,32.81,90.95,Summer Break,30650.15,11056.97,19593.18,4462.16,2.459854015,0,0
P1340,Remote Car,Dolls,Store_4,2/21/2022,359,201,33.49,73.91,Christmas,26533.69,12022.91,14510.78,6731.49,1.777227723,0,0
P1341,Puzzle,Dolls,Store_9,8/9/2022,128,435,15.3,94.36,Winter Sale,12078.08,1958.4,10119.68,6655.5,0.293577982,0,6655.5
P1342,Action Figure,Action Toys,Store_2,1/11/2022,266,312,15.47,64.3,Off Season,17103.8,4115.02,12988.78,4826.64,0.849840256,0,0
P1343,Puzzle,Puzzles,Store_8,11/28/2022,475,116,14.94,52.61,Winter Sale,24989.75,7096.5,17893.25,1733.04,4.05982906,0,0
P1344,Doll,Games,Store_6,2/22/2022,440,574,12.82,15.37,Winter Sale,6762.8,5640.8,1122,7358.68,0.765217391,0,7358.68
P1345,Lego Set,Puzzles,Store_7,7/26/2023,472,243,34.51,70.45,Winter Sale,33252.4,16288.72,16963.68,8385.93,1.93442623,0,0
P1346,Lego Set,Games,Store_5,9/2/2022,433,536,43.16,62.4,Off Season,27019.2,18688.28,8330.92,23133.76,0.806331471,0,23133.76
P1347,Doll,Dolls,Store_9,8/4/2024,150,74,37.59,99.12,Winter Sale,14868,5638.5,9229.5,2781.66,2,0,0
P1348,Soft Toy,Games,Store_1,10/27/2022,414,385,40.64,31.52,Off Season,13049.28,16824.96,-3775.68,15646.4,1.07253886,0,0
P1349,Puzzle,Games,Store_9,11/24/2022,477,209,23.22,57.77,Winter Sale,27556.29,11075.94,16480.35,4852.98,2.271428571,0,0
P1350,Lego Set,Action Toys,Store_10,3/8/2022,297,474,34.43,68.59,Winter Sale,20371.23,10225.71,10145.52,16319.82,0.625263158,0,16319.82
P1351,Puzzle,Games,Store_8,1/13/2023,98,417,20.94,68.01,Diwali,6664.98,2052.12,4612.86,8731.98,0.234449761,0,8731.98
P1352,Soft Toy,Games,Store_8,7/13/2022,262,346,28.65,60.52,Christmas,15856.24,7506.3,8349.94,9912.9,0.755043228,0,0
P1353,Puzzle,Puzzles,Store_10,9/13/2024,251,528,26.67,79.92,Summer Break,20059.92,6694.17,13365.75,14081.76,0.474480151,0,14081.76
P1354,Puzzle,Puzzles,Store_4,2/27/2022,143,178,12.96,28.45,Christmas,4068.35,1853.28,2215.07,2306.88,0.798882682,0,0
P1355,Remote Car,Action Toys,Store_10,7/11/2022,345,181,22.42,75.31,Winter Sale,25981.95,7734.9,18247.05,4058.02,1.895604396,0,0
P1356,Remote Car,Action Toys,Store_10,6/9/2022,111,24,48.37,65.78,Off Season,7301.58,5369.07,1932.51,1160.88,4.44,0,0
P1357,Remote Car,Action Toys,Store_2,8/20/2024,499,179,16.19,90.65,Winter Sale,45234.35,8078.81,37155.54,2898.01,2.772222222,0,0
P1358,Lego Set,Action Toys,Store_5,7/6/2023,59,500,11.02,86.25,Off Season,5088.75,650.18,4438.57,5510,0.117764471,0,5510
P1359,Soft Toy,Puzzles,Store_4,8/3/2022,368,160,23.84,38.36,Off Season,14116.48,8773.12,5343.36,3814.4,2.285714286,0,0
P1360,Puzzle,Puzzles,Store_2,2/15/2022,1,176,40.57,34.86,Summer Break,34.86,40.57,-5.71,7140.32,0.005649718,0,0
P1361,Doll,Action Toys,Store_1,7/9/2024,384,284,31.2,98.35,Off Season,37766.4,11980.8,25785.6,8860.8,1.347368421,0,0
P1362,Action Figure,Games,Store_4,4/8/2024,303,62,35.64,57.45,Off Season,17407.35,10798.92,6608.43,2209.68,4.80952381,0,0
P1363,Doll,Games,Store_1,6/1/2023,253,155,13.54,91.58,Winter Sale,23169.74,3425.62,19744.12,2098.7,1.621794872,0,0
P1364,Lego Set,Games,Store_6,9/17/2022,139,468,32.85,24.75,Winter Sale,3440.25,4566.15,-1125.9,15373.8,0.296375267,0,15373.8
P1365,Card Game,Puzzles,Store_6,11/21/2023,452,48,19.56,67.85,Diwali,30668.2,8841.12,21827.08,938.88,9.224489796,0,0
P1366,Doll,Puzzles,Store_9,9/26/2023,36,83,42.54,82.89,Off Season,2984.04,1531.44,1452.6,3530.82,0.428571429,0,0
P1367,Board Game,Dolls,Store_6,7/1/2022,159,360,33.32,95.27,Winter Sale,15147.93,5297.88,9850.05,11995.2,0.440443213,0,0
P1368,Remote Car,Action Toys,Store_5,2/27/2022,8,147,13.95,40.36,Summer Break,322.88,111.6,211.28,2050.65,0.054054054,0,0
P1369,Doll,Games,Store_2,9/14/2024,232,341,7.91,75.25,Diwali,17458,1835.12,15622.88,2697.31,0.678362573,0,0
P1370,Board Game,Action Toys,Store_8,5/10/2022,98,475,6.92,58.49,Christmas,5732.02,678.16,5053.86,3287,0.205882353,0,3287
P1371,Remote Car,Puzzles,Store_4,4/9/2022,146,62,21.71,15.46,Diwali,2257.16,3169.66,-912.5,1346.02,2.317460317,0,0
